Ticker,Name,Sector,Region,P/E Ratio,P/B Ratio,P/S Ratio,Revenue Growth (%),Earnings Growth (%),Profit Margin (%),Free Cash Flow,Div_2025,Momentum 6M (%),Momentum 12M (%),Value Score,Growth Score,Momentum Score,Overall AI Score
WM,"Waste Management, Inc.",Energy & Ind.,US,34.46,9.33,3.7,7.1,23.6,10.74,1732000000.0,3.3,7.7,4.37,4,2,3,3
ETN,"Eaton Corporation, PLC",Energy & Ind.,US,34.14,7.13,5.05,13.1,18.9,14.89,2598000128.0,4.16,-4.43,21.92,4,2,3,3
DE,Deere & Company,Energy & Ind.,US,31.55,5.75,3.24,13.0,-24.1,10.3,4200250112.0,6.48,20.02,20.1,4,3,2,3
ANTO.L,ANTOFAGASTA PLC ORD 5P,Energy & Ind.,UK,31.43,398.53,3.59,31.8,41.7,15.42,-29375000.0,0.65,29.98,64.63,5,2,1,3
AAL.L,ANGLO AMERICAN PLC ORD USD0.623,Energy & Ind.,UK,,227.94,1.66,17.5,0.0,-20.17,-591625024.0,0.23,12.39,25.64,4,3,2,3
BA,Boeing Company (The),Energy & Ind.,US,78.68,28.1,1.71,57.1,0.0,2.5,1761750016.0,0.0,-9.52,9.55,4,2,4,3
UPS,"United Parcel Service, Inc.",Energy & Ind.,US,14.61,5.02,0.92,-3.2,4.6,6.28,5186874880.0,6.56,17.64,-11.02,2,3,3,3
EOG,"EOG Resources, Inc.",Energy & Ind.,US,15.23,2.5,3.32,0.0,-41.7,21.98,2327249920.0,3.99,21.89,14.94,3,4,2,3
SLB,SLB Limited,Energy & Ind.,US,19.84,2.67,1.96,5.0,-28.6,9.45,2449250048.0,1.14,37.31,17.24,3,3,2,3
JMAT.L,JOHNSON MATTHEY PLC ORD 110 49/,Energy & Ind.,UK,,143.01,0.26,0.8,0.0,-1.1,-506124992.0,0.77,-8.53,26.33,3,4,3,3
BA.L,BAE SYSTEMS PLC ORD 2.5P,Energy & Ind.,UK,33.09,571.79,2.31,6.7,8.7,7.28,1820625024.0,0.36,15.33,36.93,4,2,2,3
BP.L,BP PLC $0.25,Energy & Ind.,UK,inf,217.45,0.46,3.6,0.0,0.03,5708624896.0,0.33,30.26,25.44,4,3,2,3
VNA.DE,Vonovia SE                    N,Energy & Ind.,Germany,6.64,0.66,2.72,-35.9,0.0,55.69,3463800064.0,1.25,-18.17,-12.41,2,4,5,3
HO.PA,THALES,Energy & Ind.,Germany,29.77,6.25,2.25,7.1,151.2,7.56,2076862464.0,3.9,-2.81,1.24,4,2,4,3
FRA.DE,Fraport AG Ffm.Airport.Ser.AG I,Energy & Ind.,Germany,15.75,1.31,1.51,5.9,-52.1,9.58,-309950016.0,1.0,-1.8,26.59,2,4,3,3
KRN.DE,KRONES AG                     I,Energy & Ind.,Germany,12.34,1.68,0.6,9.0,11.5,5.05,264146000.0,0.0,-6.75,-14.58,1,2,4,3
DHL.DE,DEUTSCHE POST AG              N,Energy & Ind.,Germany,14.33,2.22,0.61,-2.7,-3.8,4.2,4941250048.0,1.9,16.75,10.12,2,4,3,3
LHA.DE,DEUTSCHE LUFTHANSA AG         V,Energy & Ind.,Germany,6.62,0.76,0.22,3.2,-55.8,3.38,-972374976.0,0.33,-1.16,2.33,1,4,4,3
DTG.DE,Daimler Truck Holding AG      N,Energy & Ind.,Germany,17.12,1.42,0.67,-10.7,-32.7,4.33,161750000.0,1.9,5.3,6.26,2,4,3,3
6701.T,NEC CORP,Technology,Japan,23.42,2.66,1.56,0.0,0.0,6.98,0.0,30.0,-8.41,32.49,2,4,3,3
6702.T,FUJITSU,Technology,Japan,20.53,2.93,1.62,-4.3,60.2,13.23,324066738176.0,29.0,-10.27,9.35,2,3,4,3
7974.T,NINTENDO CO LTD,Technology,Japan,30.67,3.81,5.31,86.3,24.4,18.94,0.0,127.0,-29.18,-6.72,3,2,5,3
8035.T,TOKYO ELECTRON,Technology,Japan,33.44,8.99,7.53,-15.7,-24.4,21.08,289615872000.0,591.0,87.83,81.61,4,4,1,3
6758.T,SONY GROUP CORPORATION,Technology,Japan,15.85,2.39,1.48,0.5,0.0,-1.61,-79850749952.0,22.5,-23.28,-10.67,1,4,5,3
MTX.DE,MTU Aero Engines AG           N,Energy & Ind.,Germany,16.21,3.79,1.88,14.5,104.3,11.73,-843124992.0,3.6,-14.65,-10.48,3,2,5,3
EQIX,"Equinix, Inc.",Real Estate,US,69.91,6.66,10.18,8.1,0.0,14.58,2833250048.0,18.76,22.62,17.59,4,3,2,3
PLD,"Prologis, Inc.",Real Estate,US,35.96,2.24,12.94,4.0,6.3,36.21,4769768448.0,4.04,14.57,22.17,4,3,2,3
028670.KS,PanOcean,Energy & Ind.,South Korea,,,0.51,-0.6,-55.8,3.9,471646994432.0,0.0,39.27,57.47,3,4,1,3
LHA.DE,DEUTSCHE LUFTHANSA AG         V,Energy & Ind.,Europe,6.62,0.76,0.22,3.2,-55.8,3.38,-972374976.0,0.33,-1.16,2.33,1,4,4,3
ASM.AS,ASM International N.V.,Energy & Ind.,Europe,43.67,7.83,9.89,-13.7,-26.3,22.81,420212512.0,3.25,28.43,42.14,5,4,1,3
STMPA.PA,STMICROELECTRONICS,Energy & Ind.,Europe,168.25,1.56,2.03,0.2,0.0,1.41,-407375008.0,0.0,9.87,20.82,3,4,2,3
VOW3.DE,VOLKSWAGEN AG                 V,Energy & Ind.,Europe,6.42,0.25,0.13,-4.7,-1.9,2.28,12736529408.0,5.26,-12.23,-11.47,1,4,4,3
EQNR.OL,EQUINOR,Energy & Ind.,Europe,21.19,2.55,9.29,-5.1,-27.3,4.76,22591875072.0,1.5,67.03,56.37,4,4,1,3
ENI.MI,ENI,Energy & Ind.,Europe,30.28,1.47,0.83,-12.2,-68.2,3.12,-9319624704.0,0.0,65.27,75.43,2,5,1,3
SAF.PA,SAFRAN,Energy & Ind.,Europe,16.39,7.91,3.75,12.5,0.0,23.01,-1703874944.0,3.35,-3.43,12.78,4,3,3,3
6594.T,NIDEC CORPORATION,Energy & Ind.,Japan,20.62,1.41,0.95,2.9,108.7,4.59,55612751872.0,20.0,-12.35,-21.82,2,2,5,3
6367.T,DAIKIN INDUSTRIES,Energy & Ind.,Japan,20.7,1.8,1.18,7.9,-1.8,5.67,0.0,310.0,7.83,15.91,2,4,3,3
7011.T,MITSUBISHI HEAVY INDUSTRIES,Energy & Ind.,Japan,59.52,6.14,3.07,-2.9,47.8,5.36,0.0,24.0,30.06,69.01,4,4,1,3
5401.T,NIPPON STEEL CORPORATION,Energy & Ind.,Japan,,0.58,0.33,20.6,-42.5,-0.6,0.0,28.0,-0.82,-4.01,2,4,4,3
IAG.L,INTERNATIONAL CONSOLIDATED AIRL,Energy & Ind.,UK,5.76,239.32,0.47,-0.8,70.4,10.06,2206625024.0,0.1,-9.52,18.96,2,3,3,3
SVT.L,SEVERN TRENT PLC ORD 97 17/19P,Energy & Ind.,UK,28.17,493.25,3.37,18.0,60.3,11.92,-970550016.0,1.23,17.08,19.71,4,2,2,3
META,"Meta Platforms, Inc.",Technology,US,25.25,6.91,7.47,23.8,10.7,30.08,23432374272.0,2.1,-23.55,-0.12,3,2,4,3
AMZN,"Amazon.com, Inc.",Technology,US,28.64,5.36,3.08,13.6,5.0,10.83,23793125376.0,0.0,-11.28,4.67,3,2,4,3
IBE.MC,ACCIONES IBERDROLA,Energy & Ind.,Europe,22.56,2.53,2.94,0.5,559.8,14.26,-1719250048.0,0.68,24.23,40.97,3,3,2,3
SU.PA,SCHNEIDER ELECTRIC SE,Energy & Ind.,Europe,29.76,5.51,3.32,4.2,-6.2,10.37,4048999936.0,4.2,2.86,1.86,4,3,3,3
9101.T,NIPPON YUSEN KABUSHIKI KAISHA,Energy & Ind.,Japan,8.48,0.87,1.03,-4.6,-63.2,9.46,0.0,310.0,12.12,23.3,1,5,2,3
7013.T,IHI CORPORATION,Energy & Ind.,Japan,30.86,7.09,2.49,5.9,-22.4,7.53,101883748352.0,20.0,67.12,126.89,4,3,1,3
AV.L,AVIVA PLC ORD 32 17/19P,Technology,UK,23.46,173.94,0.65,37.1,979.5,3.22,-910249984.0,0.39,-8.52,9.24,3,2,4,3
HLMA.L,HALMA PLC ORD 10P,Technology,UK,39.33,687.31,5.67,15.2,37.0,14.39,337950016.0,0.24,6.85,35.36,4,2,2,3
EXPN.L,EXPERIAN PLC ORD USD0.10,Technology,UK,24.06,598.0,3.0,12.2,36.0,17.12,1316749952.0,0.64,-29.6,-26.79,3,2,5,3
SGRO.L,SEGRO PLC ORD 10P,Technology,UK,16.92,76.43,12.93,7.8,-18.6,75.9,207124992.0,0.31,7.17,-0.59,4,3,3,3
TRN.L,TRAINLINE PLC ORD 1P,Technology,UK,12.52,349.43,1.78,2.5,55.7,16.34,67848128.0,0.0,-25.54,-25.28,3,2,5,3
7012.T,KAWASAKI HEAVY INDUSTRIES,Energy & Ind.,Japan,28.65,3.42,1.21,0.0,0.0,0.0,-12137249792.0,155.0,83.88,70.31,3,4,1,3
WELL,Welltower Inc.,Real Estate,US,138.96,3.24,12.61,41.3,-26.3,8.64,2285443328.0,2.89,19.5,35.95,5,3,2,3
SPG,"Simon Property Group, Inc.",Real Estate,US,13.02,11.61,9.42,13.2,358.1,72.71,2338524672.0,8.55,4.55,19.5,3,1,3,3
O,Realty Income Corporation,Real Estate,US,52.09,1.44,9.9,11.0,41.2,18.37,2675889408.0,3.22,5.86,15.44,4,2,3,3
CCI,Crown Castle Inc.,Real Estate,US,32.68,-21.91,8.42,-4.3,0.0,10.41,1372249984.0,4.75,-9.86,-18.94,2,3,5,3
AAL.L,ANGLO AMERICAN PLC ORD USD0.623,Materials,UK,,227.94,1.66,17.5,0.0,-20.17,-591625024.0,0.23,12.39,25.64,4,3,2,3
HEI.DE,Heidelberg Materials AG       I,Materials,Germany,16.53,1.67,1.4,-1.4,5.2,9.03,1573699968.0,0.0,-15.62,-1.79,2,3,4,3
TXN,Texas Instruments Incorporated,Technology,US,34.35,10.43,9.64,10.4,-3.2,28.28,-300624992.0,5.5,5.98,7.88,4,4,3,3
IBM,International Business Machines,Technology,US,21.68,6.94,3.36,12.2,89.9,15.69,13156625408.0,6.71,-8.22,1.6,3,2,4,3
ABNB,"Airbnb, Inc.",Technology,US,31.81,9.44,6.29,12.0,-23.7,20.51,3543000064.0,0.0,1.16,-0.22,3,3,3,3
DIS,Walt Disney Company (The),Telecom & Media,US,14.66,1.63,1.84,5.2,-4.3,12.8,3174500096.0,1.5,-11.93,1.16,3,3,4,3
CHTR,"Charter Communications, Inc.",Telecom & Media,US,5.88,1.68,0.49,-2.3,2.4,9.1,2734625024.0,0.0,-18.87,-41.45,1,3,5,3
CMCSA,Comcast Corporation,Telecom & Media,US,5.38,1.08,0.85,1.2,-52.5,16.17,5592124928.0,1.32,0.22,-12.27,1,4,4,3
VZ,Verizon Communications Inc.,Telecom & Media,US,12.31,2.02,1.53,2.0,-53.3,12.43,17241249792.0,2.74,18.95,21.39,3,4,2,3
BAS.DE,BASF SE                       N,Materials,Germany,28.57,1.23,0.68,-5.6,0.0,2.71,357124992.0,2.25,7.43,-4.46,2,3,3,3
4568.T,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Japan,19.42,3.14,2.59,15.1,42.8,14.84,-105773498368.0,69.0,-17.4,-17.54,3,2,5,3
GNS.L,GENUS PLC ORD 10P,Healthcare,UK,35.99,335.04,2.53,-0.2,1754.2,7.07,30237500.0,0.33,7.82,30.37,4,2,2,3
LMP.L,LONDONMETRIC PROPERTY PLC ORD 1,Healthcare,UK,12.32,91.99,9.98,15.0,-26.3,72.69,197375008.0,0.12,2.57,2.95,4,3,3,3
HLN.L,HALEON PLC ORD GBP0.01,Healthcare,UK,20.87,203.74,3.03,0.6,92.0,15.11,1399500032.0,0.07,13.61,-4.58,4,2,3,3
HIK.L,HIKMA PHARMACEUTICALS PLC ORD S,Healthcare,UK,9.29,141.97,0.82,8.5,23.5,12.0,-62375000.0,0.84,-22.8,-37.95,2,3,5,3
GN.CO,GN Store Nord A/S,Healthcare,Europe,21.54,1.29,0.84,-6.8,-6.5,3.89,648750016.0,0.0,-16.56,-20.51,2,4,5,3
011170.KS,LOTTE CHEMICAL Corp,Materials,South Korea,,,0.19,-1.7,0.0,-11.02,-1262710947840.0,0.0,27.38,22.57,3,4,2,3
004020.KS,HYUNDAI STEEL,Materials,South Korea,,,0.22,2.0,0.0,-0.1,744204140544.0,0.0,4.03,31.42,3,3,2,3
NVDA,NVIDIA Corporation,Technology,US,35.29,26.72,19.46,73.2,95.6,55.6,58128998400.0,0.04,-2.11,46.96,4,1,2,3
UPM.HE,UPM-Kymmene Corporation,Materials,Europe,27.66,1.33,1.37,-12.2,0.0,4.97,1014625024.0,1.5,13.19,-1.77,2,4,3,3
SRT.DE,SARTORIUS AG                  I,Healthcare,Germany,73.63,4.19,3.2,2.3,239.3,4.38,288649984.0,0.74,-5.74,-11.73,4,2,4,3
CRWD,"CrowdStrike Holdings, Inc.",Technology,US,,23.4,21.56,23.3,0.0,-3.38,1604615040.0,0.0,-18.62,12.91,5,2,4,4
SNOW,Snowflake Inc.,Technology,US,,30.03,12.28,30.1,0.0,-28.43,1587485568.0,0.0,-27.1,6.08,5,2,4,4
SAP.DE,SAP SE                        I,Technology,Germany,25.18,4.03,4.88,3.3,5.0,19.46,8479124992.0,2.5,-32.4,-37.95,3,3,5,4
ADSK,"Autodesk, Inc.",Technology,US,47.42,17.27,7.3,19.4,6.3,15.6,2787000064.0,0.0,-23.14,-7.21,4,2,5,4
TEAM,Atlassian Corporation,Technology,US,,12.3,3.38,23.3,0.0,-3.28,1523782144.0,0.0,-56.39,-67.57,4,2,5,4
SHOP,Shopify Inc.,Technology,US,125.57,11.3,13.19,30.6,-42.3,10.65,1286249984.0,0.0,-23.82,12.06,5,3,4,4
SQ,SQ,Technology,US,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4
PANW,"Palo Alto Networks, Inc.",Technology,US,91.03,12.2,13.44,14.9,60.5,12.96,2859225088.0,0.0,-21.73,-10.62,5,2,5,4
ORCL,Oracle Corporation,Technology,US,26.87,12.83,6.72,21.7,24.5,25.3,-22298499072.0,2.0,-51.29,-0.68,4,2,5,4
KAY.L,"Albion KAY VCT PLC"",",Technology,UK,9.5,87.16,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,3,4,4,4
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,Technology,UK,14.34,728.0,6.33,5.0,10.9,47.69,253575008.0,0.11,-38.45,-37.25,3,2,5,4
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,Technology,UK,22.8,1118.83,3.11,7.7,16.9,14.68,471124992.0,0.22,-23.68,-29.01,3,2,5,4
OCDO.L,OCADO GROUP PLC ORD 2P,Technology,UK,,101.67,1.15,14.3,0.0,29.33,45562500.0,0.0,-14.21,-27.68,4,2,5,4
WTB.L,WHITBREAD PLC ORD 76 122/153P,Technology,UK,16.1,126.46,1.33,-1.9,2.1,8.65,313600000.0,0.97,-27.11,-12.17,3,3,5,4
RMV.L,RIGHTMOVE PLC ORD 0.1P,Technology,UK,15.43,4000.0,7.72,7.9,16.8,51.06,191868128.0,0.11,-40.34,-37.27,4,2,5,4
PSA,Public Storage,Real Estate,US,29.5,9.52,9.65,3.3,-19.3,36.92,2376998656.0,12.0,-2.71,-4.85,4,3,4,4
AMT,American Tower Corporation (REI,Real Estate,US,32.8,22.57,7.78,7.5,-33.2,23.76,4508987392.0,6.8,-6.84,-15.37,4,3,4,4
CRDA.L,CRODA INTERNATIONAL PLC ORD 10.,Energy & Ind.,UK,58.05,162.73,2.1,3.9,-99.0,3.65,65900000.0,1.11,-5.65,-15.87,5,4,4,4
MNDI.L,MONDI PLC ORD EUR 0.22,Energy & Ind.,UK,25.09,86.16,0.46,2.1,0.0,2.15,2375000.0,0.28,-20.67,-35.54,3,3,5,4
NG.L,NATIONAL GRID PLC ORD 12 204/47,Energy & Ind.,UK,20.55,163.31,3.51,-11.3,-12.4,16.43,-3579249920.0,0.47,18.69,24.12,4,5,2,4
6861.T,KEYENCE CORP,Technology,Japan,35.09,4.3,12.81,0.0,0.0,0.0,0.0,450.0,7.02,-2.11,4,4,3,4
AIR.DE,Airbus SE                     A,Energy & Ind.,Germany,24.38,4.85,1.73,5.1,6.5,7.11,-1231250048.0,3.2,-17.01,-1.66,3,3,4,4
MMM,3M Company,Energy & Ind.,US,23.53,15.92,2.98,2.0,-19.9,13.03,1260249984.0,2.92,-9.04,-4.36,4,3,4,4
DCC.L,DCC PLC ORD EUR0.25 (CDI),Energy & Ind.,UK,34.96,169.7,0.22,-7.1,0.0,-0.42,551331008.0,2.1,-6.77,-14.79,3,4,4,4
MC.PA,LVMH,Consumer,Europe,20.97,3.37,2.81,-4.7,-1.4,13.46,11697125376.0,13.0,-11.72,-22.43,3,4,5,4
HON,Honeywell International Inc.,Energy & Ind.,US,31.96,10.12,3.76,-3.3,-76.4,12.63,4661000192.0,4.58,13.48,14.24,4,4,2,4
097950.KS,CJ CheilJedang,Consumer,South Korea,,,0.12,0.0,0.0,-2.09,2242402058240.0,0.0,-7.73,-17.96,3,3,4,4
AIR.PA,AIRBUS SE,Consumer,Europe,24.38,4.85,1.73,5.1,6.5,7.11,-1231250048.0,3.2,-17.16,-1.69,3,3,4,4
NESN.SW,NESTLE N,Consumer,Europe,21.61,5.95,2.17,-2.2,-24.0,10.05,6238374912.0,3.1,5.54,-13.85,3,4,4,4
UTG.L,UNITE GROUP PLC ORD 25P,Real Estate,UK,23.37,48.39,6.46,22.6,0.0,25.23,185224992.0,0.38,-34.45,-42.66,4,2,5,4
SGRO.L,SEGRO PLC ORD 10P,Real Estate,UK,16.92,76.43,12.93,7.8,-18.6,75.9,207124992.0,0.31,7.17,-0.59,4,3,3,4
LAND.L,LAND SECURITIES GROUP PLC ORD 1,Real Estate,UK,16.76,63.95,4.63,12.5,-60.2,27.98,-212500000.0,0.41,-3.88,-2.68,3,4,4,4
REL.L,RELX PLC ORD 14 51/116P,Technology,UK,22.27,1916.99,4.66,1.2,17.0,21.53,2157625088.0,0.68,-27.39,-35.19,4,3,5,4
AFX.DE,Carl Zeiss Meditec AG         I,Technology,Germany,14.62,0.97,0.93,-4.8,0.0,5.47,0.0,0.55,-47.12,-63.56,1,4,5,4
NEM.DE,Nemetschek SE                 I,Technology,Germany,39.15,8.62,6.71,11.8,25.2,18.24,320204992.0,0.68,-35.59,-38.93,4,2,5,4
RI.PA,PERNOD RICARD,Consumer,Europe,11.54,1.05,1.62,-14.9,-18.0,14.06,1504625024.0,2.35,-23.86,-29.66,2,4,5,4
RACE.MI,FERRARI,Consumer,Europe,30.59,12.42,6.78,3.8,-0.2,22.35,839140096.0,3.62,-32.81,-32.83,4,3,5,4
STLAM.MI,STELLANTIS,Consumer,Europe,,0.3,0.1,10.3,0.0,-14.57,-8941500416.0,0.0,-34.52,-46.55,2,3,5,4
RMS.PA,HERMES INTL,Consumer,Europe,38.46,9.21,10.85,3.9,1.8,28.27,4039624960.0,18.0,-22.18,-33.2,4,3,5,4
OR.PA,L'OREAL,Consumer,Europe,30.39,5.31,4.21,1.0,0.4,13.91,5913287680.0,7.2,-7.21,-1.83,4,3,4,4
SAP.DE,SAP SE                        I,Technology,Europe,25.18,4.03,4.88,3.3,5.0,19.46,8479124992.0,2.5,-32.4,-37.95,3,3,5,4
7211.T,MITSUBISHI MOTOR CORP,Consumer,Japan,136.73,0.52,0.17,4.9,0.0,0.12,0.0,12.5,-16.72,-19.52,2,4,5,4
6758.T,SONY GROUP CORPORATION,Consumer,Japan,15.85,2.39,1.48,0.5,0.0,-1.61,-79850749952.0,22.5,-23.28,-10.67,2,4,5,4
MKS.L,MARKS AND SPENCER GROUP PLC ORD,Consumer,UK,330.6,239.91,0.44,22.5,-97.8,0.13,450812512.0,0.04,-8.24,-0.95,4,3,4,4
ABF.L,ASSOCIATED BRITISH FOODS PLC OR,Consumer,UK,12.46,113.94,0.64,-3.8,-33.7,5.27,677625024.0,0.63,-11.1,-8.02,3,4,4,4
RKT.L,RECKITT BENCKISER GROUP PLC ORD,Consumer,UK,10.42,462.64,2.31,0.0,0.0,22.4,3006374912.0,2.12,-12.42,-5.85,3,3,4,4
293940.KS,Shinhan Alpha REIT,Real Estate,South Korea,,,,0.0,0.0,0.0,0.0,0.0,6.67,2.85,4,4,3,4
365550.KS,ESRKSREIT,Real Estate,South Korea,,,,0.0,0.0,0.0,0.0,0.0,-5.98,-10.23,4,4,4,4
011200.KS,HMM,Energy & Ind.,South Korea,,,1.84,-14.2,-55.9,17.25,761124880384.0,0.0,-4.97,9.25,4,4,3,4
096770.KS,SK Innovation,Energy & Ind.,South Korea,,,0.24,0.0,0.0,-4.17,-3715992649728.0,0.0,6.85,-7.38,3,4,4,4
373220.KS,LG Energy Solution,Energy & Ind.,South Korea,,,3.71,0.0,0.0,-4.53,-9645719552000.0,0.0,8.21,12.26,4,4,3,4
DGE.L,DIAGEO PLC ORD 28 101/108P,Consumer,UK,17.28,357.79,1.57,-4.0,2.9,12.19,958124992.0,0.83,-21.28,-32.56,3,3,5,4
ULVR.L,UNILEVER PLC ORD 3.5P,Consumer,UK,20.61,742.22,1.99,0.0,0.0,18.75,6273124864.0,1.98,-3.51,-5.82,4,3,4,4
B4B.DE,B4B.DE,Consumer,Germany,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4
HFG.DE,HelloFresh SE                 I,Consumer,Germany,,0.79,0.08,-14.3,0.0,-1.37,136850000.0,0.0,-53.23,-56.27,2,4,5,4
PUM.DE,PUMA SE                       I,Consumer,Germany,,1.68,0.4,-31.6,0.0,-8.85,8462500.0,0.0,-7.13,-13.52,3,4,4,4
CON.DE,CONTINENTAL AG                I,Consumer,Germany,,2.94,0.59,-4.3,-99.4,-0.84,1772375040.0,2.7,3.21,-15.5,3,4,4,4
PAH3.DE,Porsche Automobil Holding SE  I,Consumer,Germany,,0.27,,0.0,0.0,0.0,-503000000.0,1.91,-10.53,-11.9,3,4,4,4
ADS.DE,adidas AG                     N,Consumer,Germany,17.9,4.13,0.95,1.9,0.0,5.4,344049984.0,2.8,-25.56,-39.58,3,3,5,4
CMG,"Chipotle Mexican Grill, Inc.",Consumer,US,29.27,15.38,3.7,4.9,4.0,12.88,1011670272.0,0.0,-15.13,-31.24,4,2,5,4
BRBY.L,BURBERRY GROUP PLC ORD 0.05P,Consumer,UK,,408.58,1.51,-5.0,0.0,-1.12,450875008.0,0.0,-11.24,14.56,4,3,4,4
SBUX,Starbucks Corporation,Consumer,US,77.12,-12.57,2.8,5.5,-62.5,3.63,-1439387520.0,2.46,10.95,-2.03,3,4,3,4
NKE,"Nike, Inc.",Consumer,US,30.63,5.5,1.67,0.6,-32.1,5.43,2576624896.0,1.61,-25.16,-20.98,3,4,5,4
WPP.L,WPP PLC ORD 10P,Telecom & Media,UK,,96.43,0.18,-8.3,0.0,-1.59,-63250000.0,0.15,-37.01,-63.96,3,4,5,4
SO,Southern Company (The),Utilities,US,23.82,2.9,3.54,10.1,-22.1,14.69,-3460124928.0,2.94,3.37,7.94,4,4,3,4
PG,Procter & Gamble Company (The),Consumer,US,21.37,6.41,3.96,1.5,-5.4,19.3,13253374976.0,4.18,-6.23,-11.07,4,3,4,4
HD,"Home Depot, Inc. (The)",Consumer,US,22.52,24.93,1.94,-3.8,-14.2,8.6,8622749696.0,9.23,-21.82,-6.35,4,4,5,4
TSLA,"Tesla, Inc.",Consumer,US,343.89,16.8,14.56,-3.1,-60.6,4.0,3732624896.0,0.0,-13.64,47.95,5,4,3,4
323410.KS,KakaoBank,Finance,South Korea,,,7.34,2.7,-10.3,28.19,0.0,0.0,6.55,10.71,5,4,3,4
316140.KS,WooriFinancialGroup,Finance,South Korea,,,2.49,5.7,-23.8,31.36,0.0,0.0,0.0,0.0,4,4,4,4
LULU,lululemon athletica inc.,Consumer,US,12.29,3.82,1.72,0.8,-18.5,14.22,824078400.0,0.0,-4.01,-49.53,3,3,5,4
SOON.SW,SONOVA N,Technology,Europe,20.49,4.38,2.77,-1.0,-8.4,13.52,740124992.0,4.4,-25.31,-32.51,2,4,5,4
MMC,MMC,Finance,US,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,4,4
LSEG.L,LONDON STOCK EXCHANGE GROUP PLC,Finance,UK,36.55,220.99,4.63,4.6,80.4,13.36,2053624960.0,1.5,5.87,-22.99,5,2,4,4
LGEN.L,LEGAL & GENERAL GROUP PLC ORD 2,Finance,UK,29.54,743.08,1.21,13.9,0.0,5.39,-17395374080.0,0.22,-0.46,-3.19,4,3,4,4
SHW,Sherwin-Williams Company (The),Materials,US,29.58,16.26,3.19,5.6,1.4,10.9,1928737536.0,3.16,-12.08,-8.42,4,2,4,4
NG.L,NATIONAL GRID PLC ORD 12 204/47,Utilities,UK,20.55,163.31,3.51,-11.3,-12.4,16.43,-3579249920.0,0.47,18.69,24.12,4,5,2,4
GKB.DE,GKB.DE,Finance,Germany,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,4,4
DB1.DE,DEUTSCHE BOERSE AG            N,Finance,Germany,22.32,3.92,6.04,4.3,-2.9,27.03,1755500032.0,4.2,7.42,-7.31,5,3,3,4
SPGI,S&P Global Inc.,Finance,US,28.99,4.07,8.38,9.0,32.0,29.15,4877749760.0,3.84,-15.95,-14.08,5,2,5,4
MA,Mastercard Incorporated,Finance,US,30.03,57.35,13.51,17.6,24.2,45.65,16269375488.0,3.15,-14.8,-6.81,5,2,4,4
V,Visa Inc.,Finance,US,28.32,15.06,14.05,14.6,17.4,50.23,22032250880.0,2.52,-11.35,-9.47,5,2,4,4
JPM,JP Morgan Chase & Co.,Finance,US,14.31,2.26,4.59,2.5,-3.6,33.91,0.0,5.8,-8.11,21.03,4,4,3,4
326030.KS,SKBP,Healthcare,South Korea,,,10.93,19.2,-28.2,37.77,112027729920.0,0.0,-9.87,-5.1,5,3,4,4
000100.KS,Yuhan,Healthcare,South Korea,,,3.43,10.1,0.0,8.88,-95031836672.0,0.0,-15.9,-23.09,4,3,5,4
BSX,Boston Scientific Corporation,Healthcare,US,35.81,4.25,5.14,15.9,18.5,14.44,3241750016.0,0.0,-28.98,-31.0,4,2,5,4
ZTS,Zoetis Inc.,Healthcare,US,19.25,14.76,5.38,3.0,6.1,28.24,1790875008.0,2.0,-20.09,-28.02,4,3,5,4
LONN.SW,LONZA N,Healthcare,Europe,35.84,3.58,5.01,0.0,0.0,14.53,-3217625088.0,5.0,-14.18,-17.11,4,4,5,4
NVO,Novo Nordisk A/S,Healthcare,Europe,10.35,5.4,0.53,-7.6,-4.7,33.14,376875008.0,11.7,-40.5,-51.16,2,4,5,4
BLK,"BlackRock, Inc.",Finance,US,27.1,2.66,6.15,23.4,-31.7,22.93,7034250240.0,20.84,-15.31,2.72,5,3,4,4
SHL.DE,Siemens Healthineers AG       N,Healthcare,Germany,19.34,2.23,1.75,-1.5,-4.8,9.1,2111500032.0,1.0,-20.62,-27.21,2,4,5,4
CRDA.L,CRODA INTERNATIONAL PLC ORD 10.,Materials,UK,58.05,162.73,2.1,3.9,-99.0,3.65,65900000.0,1.11,-5.65,-15.87,4,4,4,4
SY1.DE,Symrise AG                    I,Materials,Germany,39.01,2.61,1.97,-2.4,0.0,5.06,229320496.0,1.25,-8.29,-24.62,3,3,5,4
INTU,Intuit Inc.,Technology,US,29.68,6.63,6.3,41.0,-18.5,21.57,5301374976.0,4.48,-33.53,-24.07,3,2,5,4
NOW,"ServiceNow, Inc.",Technology,US,66.1,8.92,8.77,20.7,3.4,13.16,4951625216.0,0.0,-42.58,-33.33,4,2,5,4
